0,423.633,21.3568,7171.34
-0.344784,422.131,21.437,7170.7
-0.194233,421.993,21.4458,7170.64
-0.142367,421.945,21.4468,7170.62
0.00911188,421.806,21.4549,7170.56
0.163487,421.664,21.4619,7170.5
0.316411,421.523,21.4701,7170.45
0.342167,421.5,21.4716,7170.44
0.419556,421.429,21.4762,7170.4
0.576007,421.285,21.4826,7170.34
0.627968,421.237,21.4855,7170.32
0.78505,421.093,21.4927,7170.26
0.942021,420.948,21.5011,7170.2
0.994526,420.9,21.5042,7170.18
1.12734,420.778,21.5098,7170.13
1.20652,420.705,21.514,7170.1
1.33896,420.583,21.5216,7170.05
1.42018,420.508,21.5243,7170.01
1.50003,420.435,21.5285,7169.98
1.60682,420.336,21.5345,7169.94
1.68712,420.262,21.5393,7169.91
1.76971,420.187,21.5418,7169.88
1.90443,420.062,21.5491,7169.83
1.98596,419.988,21.5539,7169.79
2.1508,419.836,21.5609,7169.73
2.20548,419.786,21.5639,7169.71
2.34263,419.66,21.5719,7169.66
2.40718,419.532,21.5774,7169.6
2.49008,419.455,21.582,7169.57
2.57319,419.379,21.5868,7169.54
2.6285,419.328,21.5902,7169.52
4.3724,417.717,21.6757,7168.85
4.54825,417.555,21.6851,7168.79
4.69546,417.419,21.6938,7168.73
4.78473,417.335,21.6965,7168.7
4.78473,417.335,21.6965,7168.7
4.99232,417.144,21.7081,7168.62
5.05181,417.089,21.7117,7168.6
5.14214,417.005,21.7143,7168.56
5.23167,416.922,21.7192,7168.53
5.29146,416.867,21.7225,7168.51
5.38135,416.784,21.7278,7168.47
5.56305,416.615,21.7355,7168.41
5.65349,416.531,21.7406,7168.37
5.74412,416.447,21.7459,7168.34
5.89735,416.305,21.7521,7168.28
5.9885,416.221,21.7571,7168.25
6.17356,416.05,21.7656,7168.18
6.26527,415.965,21.7704,7168.14
6.44968,415.794,21.7807,7168.08
6.51157,415.736,21.7844,7168.05
6.66829,415.591,21.7905,7167.99
6.7616,415.505,21.7957,7167.96
6.85512,415.419,21.8011,7167.92
7.0435,415.243,21.8092,7167.85
7.20044,415.098,21.818,7167.79
7.39043,414.921,21.8264,7167.73
7.48525,414.833,21.8315,7167.69
7.58033,414.745,21.837,7167.65
7.77227,414.567,21.8454,7167.58
7.86789,414.478,21.8506,7167.55
7.8998,414.448,21.8524,7167.54
7.99575,414.359,21.858,7167.5
8.22279,414.179,21.8664,7167.43
10.4084,412.148,21.975,7166.63
10.512,412.052,21.9783,7166.59
10.7156,411.862,21.9888,7166.52
10.8177,411.767,21.9945,7166.48
11.0258,411.574,22.003,7166.4
11.1291,411.479,22.0085,7166.37
11.3025,411.317,22.0159,7166.31
11.5104,411.123,22.0264,7166.23
11.6147,411.026,22.0321,7166.19
11.8252,410.83,22.0409,7166.12
11.8252,410.83,22.0409,7166.12
12.0354,410.635,22.0521,7166.04
12.0705,410.602,22.0541,7166.03
12.2832,410.404,22.0627,7165.95
12.3891,410.305,22.0683,7165.91
12.6038,410.105,22.0775,7165.83
12.7103,410.006,22.0828,7165.79
12.9248,409.807,22.0942,7165.72
13.0343,409.705,22.0977,7165.68
13.2145,409.537,22.1067,7165.61
13.3229,409.437,22.1125,7165.57
13.5415,409.233,22.1215,7165.49
13.6507,409.131,22.1271,7165.45
13.76,409.029,22.1329,7165.41
13.9547,408.891,22.1385,7165.36
14.0646,408.789,22.1439,7165.32
14.1747,408.686,22.1496,7165.28
14.3612,408.513,22.1574,7165.21
14.4719,408.41,22.1628,7165.17
14.6951,408.202,22.1744,7165.09
17.153,405.914,22.2885,7164.2
17.2708,405.805,22.2944,7164.16
17.5888,405.509,22.309,7164.04
17.8673,405.25,22.323,7163.94
17.9872,405.139,22.3295,7163.9
18.3089,404.839,22.3437,7163.78
18.7139,404.462,22.362,7163.63
19.0408,404.158,22.3764,7163.51
19.3265,403.893,22.3903,7163.41
19.4831,403.662,22.4003,7163.32
19.8132,403.355,22.4162,7163.2
20.1054,403.083,22.4277,7163.09
20.3553,402.85,22.44,7163
20.6925,402.537,22.4533,7162.88
20.9903,402.26,22.4654,7162.77
21.2449,402.024,22.4771,7162.67
21.4588,401.824,22.4851,7162.6
21.7578,401.546,22.4985,7162.49
22.0169,401.305,22.5082,7162.39
24.8924,398.631,22.626,7161.34
25.1779,398.376,22.6367,7161.24
25.3596,398.207,22.6445,7161.18
25.4963,398.08,22.6508,7161.13
25.7716,397.824,22.6615,7161.03
26.0006,397.611,22.6717,7160.95
26.4165,397.223,22.6887,7160.8
26.555,397.094,22.695,7160.75
26.6938,396.965,22.7017,7160.7
26.7402,396.921,22.704,7160.68
27.0207,396.66,22.7143,7160.58
27.3002,396.399,22.7276,7160.48
27.3002,396.399,22.7276,7160.48
27.49,396.223,22.7339,7160.41
27.8193,395.917,22.7491,7160.29
27.8664,395.873,22.7514,7160.27
28.0088,395.74,22.7551,7160.22
28.2451,395.519,22.7655,7160.14
28.387,395.387,22.7721,7160.08
28.5307,395.253,22.7759,7160.03
28.7208,395.075,22.7837,7159.97
28.8636,394.942,22.7899,7159.91
29.1041,394.718,22.7978,7159.83
29.3909,394.45,22.8093,7159.73
29.5348,394.316,22.8154,7159.67
29.7294,394.134,22.8207,7159.6
29.8738,394,22.8263,7159.55
30.115,393.774,22.8361,7159.47
30.2628,393.637,22.8396,7159.41
30.4086,393.501,22.8449,7159.36
33.1607,390.874,22.9341,7158.36
33.7567,390.317,22.9526,7158.15
34.0549,390.038,22.9625,7158.04
34.2539,389.852,22.9698,7157.97
34.5534,389.572,22.9781,7157.87
34.8026,389.339,22.9872,7157.78
35.2052,388.962,22.9995,7157.64
35.4566,388.727,23.0092,7157.55
35.7101,388.49,23.0162,7157.46
35.9625,388.253,23.0257,7157.37
36.2299,387.968,23.0351,7157.26
36.5848,387.635,23.0487,7157.14
37.0446,387.204,23.0638,7156.98
37.2486,387.013,23.072,7156.91
37.5064,386.772,23.0792,7156.82
37.8147,386.484,23.0912,7156.71
38.1753,386.145,23.1014,7156.59
38.5366,385.807,23.1151,7156.46
38.7954,385.564,23.1205,7156.37
39.0543,385.321,23.1295,7156.28
39.3666,385.028,23.1366,7156.17
39.6265,384.784,23.1449,7156.08
42.9573,381.658,23.2178,7154.94
43.3365,381.302,23.2231,7154.81
43.4983,381.15,23.2268,7154.75
43.8787,380.792,23.2327,7154.62
44.0418,380.639,23.2363,7154.57
44.314,380.383,23.2407,7154.48
44.6406,380.076,23.2476,7154.36
44.8043,379.922,23.2516,7154.31
45.0238,379.715,23.2548,7154.23
45.1331,379.613,23.2572,7154.2
45.4615,379.304,23.2653,7154.09
45.6824,379.096,23.2689,7154.01
45.9571,378.837,23.2755,7153.92
46.1223,378.682,23.28,7153.86
46.3995,378.421,23.2851,7153.77
46.6756,378.161,23.2924,7153.68
46.9544,377.899,23.2982,7153.58
47.2871,377.585,23.3069,7153.47
47.3427,377.533,23.3085,7153.45
47.6761,377.217,23.3158,7153.34
47.8433,377.06,23.3202,7153.28
47.9549,376.954,23.3233,7153.24
48.3484,376.584,23.332,7153.11
48.5168,376.426,23.3364,7153.05
48.7978,376.161,23.3443,7152.96
49.0801,375.895,23.3482,7152.86
49.3621,375.63,23.3551,7152.77
49.6457,375.363,23.3589,7152.67
49.8153,375.203,23.3624,7152.62
53.5972,371.635,23.4022,7151.35
53.9476,371.305,23.4024,7151.23
54.5341,370.752,23.4051,7151.04
54.8276,370.475,23.4073,7150.94
55.2433,370.083,23.4092,7150.8
55.7181,369.635,23.4137,7150.64
55.9576,369.41,23.4144,7150.56
56.5552,368.846,23.4214,7150.36
57.153,368.283,23.427,7150.16
57.3943,368.055,23.4284,7150.08
57.8755,367.601,23.4355,7149.92
58.2386,367.258,23.4388,7149.8
58.6617,366.859,23.446,7149.66
58.9585,366.572,23.4482,7149.56
59.4443,366.113,23.4569,7149.4
59.7503,365.825,23.4579,7149.3
60.055,365.537,23.4627,7149.2
60.6074,365.016,23.4665,7149.01
64.5078,361.335,23.4661,7147.73
65.0664,360.802,23.461,7147.54
65.2545,360.624,23.4604,7147.48
65.6355,360.265,23.4562,7147.35
65.8251,360.086,23.4554,7147.29
66.0784,359.847,23.4547,7147.2
66.4622,359.485,23.4509,7147.08
66.7811,359.184,23.4501,7146.97
67.1035,358.879,23.4473,7146.86
67.2316,358.758,23.4469,7146.82
67.5527,358.455,23.4467,7146.72
67.8095,358.212,23.4448,7146.63
68.1305,357.909,23.4445,7146.53
68.3233,357.727,23.4449,7146.46
68.4521,357.605,23.4453,7146.42
68.9713,357.116,23.4439,7146.25
69.2957,356.809,23.4433,7146.14
69.7498,356.381,23.4446,7145.99
70.2676,355.888,23.4446,7145.82
70.6588,355.519,23.4468,7145.69
71.0517,355.147,23.4461,7145.56
71.708,354.528,23.4462,7145.35
72.1674,354.094,23.4477,7145.2
76.0172,350.458,23.4157,7143.93
76.8868,349.639,23.4026,7143.65
77.2208,349.323,23.3961,7143.54
77.6218,348.944,23.3906,7143.41
77.6887,348.881,23.3897,7143.38
78.0233,348.565,23.3836,7143.27
78.492,348.123,23.3774,7143.12
78.693,347.933,23.3754,7143.05
79.0312,347.613,23.3692,7142.94
79.3677,347.295,23.3656,7142.83
79.5026,347.168,23.3645,7142.79
80.044,346.656,23.357,7142.61
80.247,346.464,23.3555,7142.55
80.3147,346.4,23.3551,7142.52
80.8583,345.887,23.3487,7142.34
80.9942,345.759,23.3479,7142.3
81.267,345.501,23.3445,7142.21
81.6755,345.115,23.3417,7142.08
81.9483,344.858,23.3408,7141.99
82.3625,344.47,23.3362,7141.85
82.7043,344.147,23.3351,7141.74
82.8411,344.018,23.335,7141.7
82.9788,343.888,23.3317,7141.65
83.5271,343.37,23.3297,7141.47
83.6644,343.24,23.3297,7141.43
84.0087,342.914,23.3244,7141.31
84.3525,342.59,23.3232,7141.2
84.49,342.459,23.323,7141.16
88.4564,338.719,23.2639,7139.86
89.7936,337.455,23.2349,7139.42
90.431,336.854,23.2214,7139.21
90.7851,336.52,23.2145,7139.09
91.2826,336.049,23.204,7138.93
91.5669,335.781,23.1987,7138.84
91.9229,335.445,23.1929,7138.72
92.7793,334.636,23.1773,7138.44
93.2808,334.162,23.1677,7138.28
